x,y,z
1.207442,1.969019,13.156660
1.283599,2.128554,12.829591
1.368095,2.301995,12.514791
1.461485,2.490828,12.212556
1.564419,2.696651,11.923291
1.677642,2.921191,11.647524
1.801997,3.166315,11.385930
1.938429,3.434037,11.139362
2.087990,3.726528,10.908879
2.251844,4.046124,10.695785
2.431272,4.395327,10.501677
2.627677,4.776805,10.328494
2.842590,5.193387,10.178587
3.077670,5.648043,10.054784
3.334707,6.143857,9.960485
3.615622,6.683983,9.899752
3.922458,7.271580,9.877426
4.257370,7.909715,9.899253
4.622605,8.601233,9.972018
5.020468,9.348583,10.103699
5.453279,10.153576,10.303610
5.923309,11.017073,10.582549
6.432685,11.938592,10.952923
6.983276,12.915791,11.428818
7.576528,13.943845,12.025994
8.213259,15.014681,12.761760
8.893401,16.116090,13.654641
9.615670,17.230720,14.723786
10.377175,18.335009,15.988001
11.172959,19.398166,17.464311
11.995479,20.381332,19.165945
12.834065,21.237206,21.099691
13.674379,21.910424,23.262630
14.497983,22.339126,25.638407
15.282098,22.458118,28.193439
15.999700,22.203975,30.873686
16.620127,21.522154,33.602957
17.110330,20.375714,36.283887
17.436868,18.754557,38.802669
17.568637,16.683364,41.038138
17.480110,14.225907,42.874828
17.154690,11.483512,44.218203
16.587572,8.586494,45.009012
15.787464,5.679247,45.233062
14.776642,2.901791,44.923457
13.589157,0.372055,44.154285
12.267447,-1.826897,43.027397
10.858013,-3.652106,41.655886
9.407001,-5.098343,40.148516
7.956466,-6.190170,38.598288
6.541803,-6.971518,37.076481
5.190471,-7.495568,35.631712
3.921867,-7.816734,34.292478
2.748007,-7.985349,33.071450
1.674671,-8.044860,31.970107
0.702718,-8.030897,30.982846
-0.170643,-7.971549,30.100202
-0.950734,-7.888250,29.311133
-1.644486,-7.796902,28.604499
-2.259727,-7.708992,27.969931
-2.804654,-7.632582,27.398268
-3.287447,-7.573132,26.881715
-3.716015,-7.534164,26.413832
-4.097830,-7.517765,25.989434
-4.439824,-7.524977,25.604448
-4.748339,-7.556085,25.255758
-5.029113,-7.610830,24.941060
-5.287285,-7.688559,24.658722
-5.527413,-7.788337,24.407672
-5.753505,-7.909016,24.187295
-5.969056,-8.049290,23.997346
-6.177080,-8.207718,23.837883
-6.380143,-8.382738,23.709204
-6.580403,-8.572670,23.611789
-6.779630,-8.775705,23.546257
-6.979237,-8.989895,23.513317
-7.180303,-9.213132,23.513722
-7.383586,-9.443129,23.548220
-7.589540,-9.677399,23.617509
-7.798326,-9.913236,23.722179
-8.009817,-10.147702,23.862654
-8.223606,-10.377619,24.039129
-8.439007,-10.599569,24.251500
-8.655063,-10.809910,24.499292
-8.870548,-11.004799,24.781582
-9.083973,-11.180242,25.096925
-9.293600,-11.332155,25.443284
-9.497455,-11.456444,25.817962
-9.693354,-11.549118,26.217554
-9.878931,-11.606405,26.637916
-10.051678,-11.624901,27.074160
-10.209000,-11.601714,27.520680
-10.348272,-11.534631,27.971214
-10.466908,-11.422263,28.418950
-10.562443,-11.264190,28.856669
-10.632618,-11.061062,29.276932
-10.675462,-10.814681,29.672294
-10.689384,-10.528009,30.035550
-10.673247,-10.205141,30.359981
-10.626436,-9.851203,30.639601
-10.548913,-9.472195,30.869377
-10.441241,-9.074785,31.045407
-10.304595,-8.666059,31.165050
-10.140742,-8.253253,31.226984
-9.951993,-7.843480,31.231206
-9.741142,-7.443476,31.178956
-9.511375,-7.059375,31.072597
-9.266175,-6.696535,30.915438
-9.009211,-6.359420,30.711539
-8.744232,-6.051537,30.465498
-8.474962,-5.775433,30.182245
-8.205009,-5.532734,29.866851
-7.937782,-5.324232,29.524363
-7.676427,-5.149989,29.159673
-7.423783,-5.009467,28.777416
-7.182351,-4.901659,28.381911
-6.954282,-4.825212,27.977114
-6.741375,-4.778552,27.566617
-6.545093,-4.759982,27.153647
-6.366582,-4.767777,26.741095
-6.206701,-4.800248,26.331543
-6.066056,-4.855802,25.927306
-5.945031,-4.932975,25.530467
-5.843825,-5.030459,25.142921
-5.762488,-5.147118,24.766415
-5.700951,-5.281981,24.402579
-5.659054,-5.434249,24.052967
-5.636574,-5.603271,23.719081
-5.633244,-5.788535,23.402405
-5.648773,-5.989644,23.104423
-5.682860,-6.206287,22.826647
-5.735203,-6.438219,22.570631
-5.805504,-6.685222,22.337992
-5.893476,-6.947078,22.130423
-5.998836,-7.223529,21.949703
-6.121306,-7.514241,21.797705
-6.260599,-7.818760,21.676403
-6.416415,-8.136468,21.587867
-6.588420,-8.466532,21.534260
-6.776232,-8.807857,21.517823
-6.979394,-9.159026,21.540856
-7.197357,-9.518245,21.605677
-7.429446,-9.883285,21.714588
-7.674830,-10.251423,21.869806
-7.932489,-10.619391,22.073390
-8.201179,-10.983325,22.327148
-8.479394,-11.338732,22.632520
-8.765328,-11.680475,22.990442
-9.056842,-12.002774,23.401195
-9.351436,-12.299253,23.864236
-9.646217,-12.563014,24.378013
-9.937897,-12.786768,24.939788
-10.222784,-12.963021,25.545463
-10.496808,-13.084313,26.189432
-10.755558,-13.143522,26.864483
-10.994355,-13.134218,27.561755
-11.208341,-13.051058,28.270798
-11.392613,-12.890195,28.979717
-11.542371,-12.649678,29.675454
-11.653102,-12.329794,30.344182
-11.720771,-11.933326,30.971807
-11.742026,-11.465674,31.544570
-11.714391,-10.934813,32.049684
-11.636433,-10.351069,32.475972
-11.507897,-9.726715,32.814442
-11.329779,-9.075407,33.058730
-11.104342,-8.411510,33.205388
-10.835058,-7.749371,33.253953
-10.526490,-7.102608,33.206830
-10.184101,-6.483486,33.068970
-9.814040,-5.902422,32.847415
-9.422878,-5.367670,32.550750
-9.017357,-4.885182,32.188519
-8.604140,-4.458636,31.770673
-8.189589,-4.089616,31.307083
-7.779592,-3.777883,30.807150
-7.379421,-3.521720,30.279530
-6.993651,-3.318286,29.731958
-6.626114,-3.163976,29.171175
-6.279901,-3.054733,28.602926
-5.957384,-2.986323,28.032015
-5.660278,-2.954552,27.462402
-5.389705,-2.955436,26.897307
-5.146278,-2.985314,26.339335
-4.930182,-3.040923,25.790585
-4.741256,-3.119442,25.252759
-4.579075,-3.218501,24.727253
-4.443017,-3.336178,24.215237
-4.332333,-3.470974,23.717724
-4.246197,-3.621786,23.235626
-4.183756,-3.787873,22.769797
-4.144168,-3.968814,22.321078
-4.126633,-4.164469,21.890324
-4.130416,-4.374949,21.478434
-4.154869,-4.600567,21.086379
-4.199439,-4.841813,20.715224
-4.263677,-5.099315,20.366147
-4.347240,-5.373805,20.040468
-4.449897,-5.666087,19.739667
-4.571516,-5.977002,19.465411
-4.712064,-6.307392,19.219573
-4.871597,-6.658057,19.004260
-5.050243,-7.029713,18.821833
-5.248190,-7.422936,18.674935
-5.465665,-7.838103,18.566507
-5.702909,-8.275326,18.499804
-5.960150,-8.734360,18.478410
-6.237571,-9.214517,18.506234
-6.535266,-9.714553,18.587496
-6.853195,-10.232539,18.726702
-7.191129,-10.765731,18.928579
-7.548589,-11.310411,19.197994
-7.924771,-11.861734,19.539824
-8.318468,-12.413567,19.958778
-8.727978,-12.958337,20.459162
-9.151014,-13.486917,21.044585
-9.584604,-13.988539,21.717586
-10.024997,-14.450798,22.479196
-10.467577,-14.859750,23.328443
-10.906795,-15.200151,24.261807
-11.336130,-15.455867,25.272675
-11.748104,-15.610481,26.350834
-12.134342,-15.648122,27.482081
-12.485720,-15.554487,28.648022
-12.792597,-15.318032,29.826164
-13.045140,-14.931238,30.990374
-13.233750,-14.391827,32.111765
-13.349558,-13.703768,33.160030
-13.384979,-12.877889,34.105155
-13.334270,-11.931937,34.919387
-13.194036,-10.889968,35.579240
-12.963630,-9.781061,36.067286
-12.645373,-8.637437,36.373472
-12.244579,-7.492206,36.495749
-11.769342,-6.377015,36.439918
-11.230109,-5.319922,36.218720
-10.639090,-4.343751,35.850320
-10.009556,-3.465111,35.356447
-9.355112,-2.694112,34.760451
-8.689012,-2.034724,34.085543
-8.023583,-1.485603,33.353392
-7.369785,-1.041213,32.583167
-6.736928,-0.693031,31.791018
-6.132538,-0.430703,30.989946
-5.562355,-0.243036,30.189961
-5.030423,-0.118792,29.398414
-4.539260,-0.047258,28.620432
-4.090060,-0.018623,27.859366
-3.682916,-0.024188,27.117211
-3.317043,-0.056459,26.394976
-2.990985,-0.109134,25.692983
-2.702800,-0.177045,25.011101
-2.450224,-0.256058,24.348923
-2.230808,-0.342957,23.705893
-2.042023,-0.435321,23.081386
-1.881352,-0.531407,22.474772
-1.746358,-0.630042,21.885442
-1.634726,-0.730524,21.312833
-1.544306,-0.832535,20.756433
-1.473129,-0.936073,20.215785
-1.419423,-1.041384,19.690487
-1.381619,-1.148917,19.180189
-1.358349,-1.259284,18.684591
-1.348443,-1.373227,18.203441
-1.350921,-1.491596,17.736533
-1.364989,-1.615331,17.283709
-1.390023,-1.745454,16.844859
-1.425566,-1.883058,16.419925
-1.471315,-2.029309,16.008905
-1.527115,-2.185443,15.611858
-1.592947,-2.352770,15.228916
-1.668930,-2.532679,14.860290
-1.755305,-2.726644,14.506284
-1.852439,-2.936234,14.167311
-1.960818,-3.163113,13.843908
-2.081048,-3.409058,13.536760
-2.213849,-3.675954,13.246724
-2.360059,-3.965810,12.974858
-2.520634,-4.280754,12.722457
-2.696646,-4.623037,12.491094
-2.889285,-4.995027,12.282665
-3.099859,-5.399195,12.099448
-3.329793,-5.838098,11.944163
-3.580624,-6.314343,11.820049
-3.853996,-6.830543,11.730940
-4.151650,-7.389246,11.681364
-4.475410,-7.992847,11.676637
-4.827154,-8.643456,11.722972
-5.208784,-9.342738,11.827593
-5.622179,-10.091697,11.998833
-6.069131,-10.890394,12.246238
-6.551257,-11.737606,12.580624
-7.069892,-12.630393,13.014101
-7.625942,-13.563576,13.560014
-8.219706,-14.529126,14.232764
-8.850648,-15.515461,15.047475
-9.517129,-16.506688,16.019427
-10.216085,-17.481828,17.163206
-10.942659,-18.414106,18.491478
-11.689804,-19.270450,20.013365
-12.447869,-20.011367,21.732353
-13.204218,-20.591442,23.643813
-13.942941,-20.960728,25.732250
-14.644720,-21.067312,27.968599
-15.286979,-20.861238,30.308018
-15.844405,-20.299799,32.688857
-16.289944,-19.353879,35.033537
-16.596338,-18.014581,37.252045
-16.738162,-16.298935,39.248418
-16.694239,-14.253167,40.929936
-16.450132,-11.952081,42.217929
-16.000327,-9.493692,43.058250
-15.349664,-6.989386,43.429052
-14.513636,-4.551185,43.343791
-13.517391,-2.278731,42.848499
-12.393525,-0.248814,42.013898
-11.179054,1.490490,40.924364
-9.912099,2.920407,39.666425
-8.628849,4.047590,38.319180
-7.361205,4.897541,36.948075
-6.135330,5.507252,35.602275
-4.971072,5.918604,34.314992
-3.882104,6.173340,33.105708
-2.876560,6.309816,31.983234
-1.957922,6.361298,30.948842
-1.126000,6.355421,29.998990
-0.377858,6.314375,29.127455
0.291365,6.255492,28.326863
0.887778,6.191984,27.589707
1.418198,6.133707,26.908952
1.889749,6.087843,26.278368
2.309559,6.059499,25.692657
2.684553,6.052194,25.147467
3.021317,6.068250,24.639342
3.326010,6.109103,24.165634
3.604319,6.175544,23.724407
3.861442,6.267894,23.314342
4.102087,6.386149,22.934657
4.330493,6.530073,22.585032
4.550451,6.699267,22.265549
4.765333,6.893217,21.976648
4.978121,7.111318,21.719088
5.191441,7.352876,21.493923
5.407584,7.617107,21.302472
5.628537,7.903110,21.146307
5.855994,8.209842,21.027235
6.091379,8.536068,20.947277
6.335848,8.880315,20.908647
6.590294,9.240809,20.913726
6.855346,9.615408,20.965023
7.131352,10.001526,21.065126
7.418369,10.396061,21.216633
7.716139,10.795315,21.422074
8.024056,11.194924,21.683800
8.341143,11.589790,22.003853
8.666008,11.974039,22.383804
8.996811,12.340999,22.824574
9.331230,12.683212,23.326215
9.666428,12.992502,23.887682
9.999035,13.260091,24.506588
10.325141,13.476798,25.178960
10.640307,13.633306,25.899020
10.939606,13.720524,26.659005
11.217698,13.730018,27.449069
11.468930,13.654519,28.257286
11.687489,13.488466,29.069786
11.867587,13.228551,29.871055
12.003683,12.874216,30.644403
12.090736,12.428048,31.372599
12.124468,11.895996,32.038639
12.101620,11.287372,32.626601
12.020196,10.614605,33.122513
11.879637,9.892723,33.515143
11.680945,9.138616,33.796625
11.426712,8.370130,33.962858
11.121054,7.605070,34.013613
10.769456,6.860242,33.952347
10.378534,6.150604,33.785762
9.955741,5.488621,33.523151
9.509029,4.883864,33.175633
9.046513,4.342873,32.755357
8.576149,3.869250,32.274760
8.105459,3.463948,31.745932
7.641308,3.125683,31.180143
7.189745,2.851422,30.587515
6.755913,2.636872,29.976858
6.344009,2.476949,29.355620
5.957303,2.366178,28.729942
5.598190,2.299032,28.104770
5.268275,2.270176,27.484014
4.968465,2.274658,26.870706
4.699084,2.308020,26.267169
4.459978,2.366367,25.675167
4.250617,2.446390,25.096036
4.070194,2.545363,24.530795
3.917711,2.661113,23.980241
3.792051,2.791984,23.445023
3.692044,2.936791,22.925696
3.616519,3.094769,22.422772
3.564344,3.265523,21.936754
3.534462,3.448982,21.468168
3.525914,3.645358,21.017587
3.537858,3.855098,20.585650
3.569582,4.078856,20.173087
3.620510,4.317456,19.780736
3.690204,4.571860,19.409564
3.778370,4.843146,19.060687
3.884848,5.132475,18.735394
4.009610,5.441066,18.435172
4.152756,5.770168,18.161733
4.314497,6.121026,17.917041
4.495150,6.494844,17.703345
4.695119,6.892746,17.523209
4.914882,7.315716,17.379546
5.154966,7.764542,17.275650
5.415923,8.239733,17.215225
5.698304,8.741431,17.202410
6.002617,9.269296,17.241793
6.329285,9.822377,17.338412
6.678594,10.398956,17.497740
7.050630,10.996369,17.725638
7.445204,11.610813,18.028268
7.861765,12.237121,18.411963
8.299301,12.868538,18.883031
8.756224,13.496498,19.447482
9.230252,14.110410,20.110666
9.718268,14.697512,20.876808
10.216192,15.242787,21.748437
10.718852,15.729031,22.725711
11.219870,16.137084,23.805663
11.711591,16.446312,24.981405
12.185063,16.635375,26.241359
12.630094,16.683313,27.568621
13.035416,16.570963,28.940576
13.388971,16.282645,30.328921
13.678338,15.808000,31.700228
13.891304,15.143791,33.017161
14.016553,14.295404,34.240373
14.044438,13.277764,35.331019
13.967771,12.115386,36.253646
13.782532,10.841382,36.979132
13.488417,9.495416,37.487239
13.089117,8.120784,37.768360
12.592284,6.760984,37.824143
12.009154,5.456290,37.666861
11.353868,4.240819,37.317666
10.642563,3.140495,36.804025
9.892356,2.172116,36.156814
9.120332,1.343494,35.407506
8.342648,0.654470,34.585837
7.573830,0.098492,33.718148
6.826297,-0.335575,32.826457
6.110109,-0.661688,31.928177
5.432930,-0.895087,31.036329
4.800128,-1.051098,30.160064
4.215005,-1.144273,29.305342
3.679078,-1.187850,28.475635
3.192385,-1.193471,27.672583
2.753799,-1.171083,26.896547
2.361311,-1.128986,26.147057
2.012281,-1.073942,25.423143
1.703659,-1.011349,24.723582
1.432158,-0.945417,24.047056
1.194401,-0.879350,23.392262
0.987026,-0.815522,22.757965
0.806771,-0.755626,22.143036
0.650531,-0.700818,21.546459
0.515396,-0.651827,20.967328
0.398674,-0.609063,20.404840
0.297900,-0.572692,19.858283
0.210841,-0.542711,19.327022
0.135486,-0.518998,18.810491
0.070037,-0.501357,18.308175
0.012898,-0.489556,17.819605
-0.037347,-0.483347,17.344353
-0.081947,-0.482493,16.882017
-0.122002,-0.486779,16.432225
-0.158480,-0.496025,15.994627
-0.192234,-0.510090,15.568889
-0.224020,-0.528886,15.154700
-0.254506,-0.552373,14.751759
-0.284293,-0.580567,14.359785
-0.313921,-0.613540,13.978508
-0.343883,-0.651421,13.607673
-0.374636,-0.694399,13.247042
-0.406613,-0.742725,12.896389
-0.440224,-0.796711,12.555506
-0.475873,-0.856734,12.224199
-0.513959,-0.923240,11.902298
-0.554887,-0.996743,11.589648
-0.599073,-1.077835,11.286122
-0.646949,-1.167184,10.991615
-0.698972,-1.265548,10.706057
-0.755630,-1.373773,10.429408
-0.817444,-1.492803,10.161671
-0.884980,-1.623694,9.902896
-0.958851,-1.767613,9.653188
-1.039728,-1.925855,9.412718
-1.128340,-2.099854,9.181736
-1.225492,-2.291189,8.960583
-1.332061,-2.501604,8.749713
-1.449016,-2.733013,8.549710
-1.577415,-2.987521,8.361320
-1.718426,-3.267429,8.185477
-1.873326,-3.575253,8.023346
-2.043519,-3.913728,7.876366
-2.230540,-4.285821,7.746307
-2.436068,-4.694730,7.635336
-2.661934,-5.143880,7.546094
-2.910129,-5.636910,7.481791
-3.182807,-6.177648,7.446318
-3.482291,-6.770055,7.444372
-3.811067,-7.418161,7.481609
-4.171777,-8.125949,7.564810
-4.567194,-8.897200,7.702079
-5.000195,-9.735274,7.903042
-5.473703,-10.642808,8.179077
-5.990613,-11.621319,8.543524
-6.553684,-12.670668,9.011885
-7.165382,-13.788382,9.601964
-7.827682,-14.968788,10.333902
-8.541793,-16.201946,11.230040
-9.307808,-17.472382,12.314509
-10.124265,-18.757633,13.612418
-10.987602,-20.026694,15.148492
-11.891511,-21.238499,16.944986
-12.826210,-22.340723,19.018698
-13.777661,-23.269276,21.377001
-14.726823,-23.949078,24.012910
-15.649048,-24.296759,26.899504
-16.513819,-24.226008,29.984395
-17.285038,-23.656049,33.185451
-17.922139,-22.523181,36.389462
-18.382243,-20.794378,39.455712
-18.623457,-18.480617,42.226033
-18.609173,-15.646432,44.541736
-18.312899,-12.411688,46.265628
-17.722778,-8.942605,47.304817
-16.844760,-5.431829,47.628234
-15.703467,-2.071182,47.273126
-14.340239,0.976079,46.337757
-12.808607,3.595997,44.962111
-11.168147,5.732647,43.302524
-9.478067,7.384329,41.507560
-7.791828,8.590741,39.700800
-6.153571,9.416540,37.972736
-4.596560,9.936054,36.380677
-3.143298,10.221916,34.953809
-1.806777,10.338276,33.700402
-0.592272,10.337886,32.614935
0.500744,10.261841,31.683975
1.476854,10.140775,30.890454
2.343246,9.996679,30.216473
3.108589,9.844775,29.644947
3.782208,9.695193,29.160449
4.373506,9.554350,28.749529
4.891591,9.426026,28.400735
5.345034,9.312163,28.104465
5.741747,9.213458,27.852751
6.088918,9.129778,27.639024
6.393004,9.060460,27.457889
6.659750,9.004512,27.304914
6.894226,8.960758,27.176461
7.100879,8.927927,27.069530
7.283584,8.904720,26.981637
7.445698,8.889846,26.910710
7.590112,8.882053,26.855002
7.719307,8.880139,26.813026
7.835390,8.882964,26.783497
7.940147,8.889452,26.765286
8.035078,8.898595,26.757380
8.121429,8.909455,26.758859
8.200232,8.921159,26.768864
8.272325,8.932903,26.786584
8.338382,8.943952,26.811234
8.398939,8.953636,26.842048
8.454409,8.961355,26.878271
8.505104,8.966577,26.919147
8.551251,8.968839,26.963919
8.593010,8.967749,27.011829
8.630484,8.962985,27.062114
8.663734,8.954299,27.114006
8.692790,8.941516,27.166743
8.717663,8.924534,27.219563
8.738350,8.903325,27.271719
8.754848,8.877931,27.322477
8.767156,8.848468,27.371127
8.775287,8.815118,27.416989
8.779270,8.778128,27.459422
8.779156,8.737805,27.497826
8.775021,8.694514,27.531656
8.766970,8.648666,27.560424
8.755140,8.600717,27.583705
8.739697,8.551157,27.601145
8.720843,8.500504,27.612459
8.698809,8.449296,27.617443
8.673858,8.398081,27.615966
8.646280,8.347410,27.607977
8.616393,8.297832,27.593505
8.584537,8.249879,27.572652
8.551071,8.204066,27.545595
8.516371,8.160881,27.512582
8.480822,8.120783,27.473924
8.444818,8.084191,27.429995
8.408755,8.051485,27.381224
8.373028,8.023001,27.328087
8.338025,7.999031,27.271106
8.304126,7.979816,27.210838
8.271695,7.965551,27.147870
8.241081,7.956381,27.082813
8.212611,7.952403,27.016296
8.186590,7.953667,26.948961
8.163297,7.960174,26.881456
8.142985,7.971883,26.814430
8.125875,7.988705,26.748528
8.112158,8.010511,26.684386
8.101993,8.037130,26.622628
8.095507,8.068353,26.563859
8.092791,8.103933,26.508663
8.093906,8.143584,26.457600
8.098873,8.186989,26.411198
8.107685,8.233794,26.369953
8.120296,8.283615,26.334325
8.136628,8.336037,26.304730
8.156569,8.390614,26.281543
8.179973,8.446875,26.265088
8.206663,8.504322,26.255638
8.236429,8.562433,26.253408
8.269030,8.620665,26.258556
8.304193,8.678459,26.271173
8.341620,8.735239,26.291285
8.380982,8.790421,26.318844
8.421926,8.843415,26.353732
8.464075,8.893628,26.395752
8.507030,8.940476,26.444628
8.550375,8.983388,26.500007
8.593676,9.021809,26.561454
8.636489,9.055215,26.628453
8.678362,9.083116,26.700414
8.718837,9.105068,26.776668
8.757460,9.120677,26.856480
8.793782,9.129614,26.939047
8.827365,9.131616,27.023511
8.857790,9.126498,27.108965
8.884661,9.114159,27.194465
8.907611,9.094586,27.279041
8.926308,9.067861,27.361711
8.940463,9.034158,27.441490
8.949833,8.993749,27.517413
8.954225,8.947003,27.588540
8.953502,8.894376,27.653981
8.947590,8.836413,27.712899
8.936472,8.773737,27.764535
8.920199,8.707042,27.808210
8.898883,8.637080,27.843343
8.872703,8.564650,27.869457
8.841897,8.490586,27.886188
8.806766,8.415743,27.893285
8.767664,8.340984,27.890619
8.724996,8.267164,27.878179
8.679213,8.195122,27.856070
8.630804,8.125662,27.824514
8.580289,8.059552,27.783837
8.528216,7.997503,27.734467
8.475144,7.940174,27.676926
8.421647,7.888153,27.611816
8.368298,7.841963,27.539813
8.315664,7.802053,27.461657
8.264303,7.768799,27.378138
8.214753,7.742504,27.290092
8.167528,7.723396,27.198384
8.123115,7.711634,27.103904
8.081967,7.707309,27.007558
8.044501,7.710445,26.910259
8.011095,7.721005,26.812919
7.982086,7.738893,26.716444
7.957767,7.763958,26.621731
7.938386,7.795998,26.529656
7.924147,7.834760,26.441075
7.915209,7.879944,26.356817
7.911682,7.931206,26.277683
7.913634,7.988158,26.204437
7.921087,8.050370,26.137805
7.934015,8.117373,26.078474
7.952351,8.188653,26.027081
7.975981,8.263660,25.984216
8.004749,8.341802,25.950412
8.038454,8.422448,25.926141
8.076854,8.504930,25.911812
8.119661,8.588541,25.907761
8.166549,8.672538,25.914248
8.217148,8.756147,25.931449
8.271048,8.838561,25.959449
8.327799,8.918950,25.998238
8.386914,8.996464,26.047704
8.447869,9.070236,26.107625
8.510106,9.139399,26.177663
8.573035,9.203088,26.257365
8.636041,9.260454,26.346152
8.698482,9.310676,26.443325
8.759701,9.352977,26.548057
8.819029,9.386633,26.659402
8.875789,9.410994,26.776294
8.929310,9.425498,26.897560
8.978929,9.429683,27.021923
9.024004,9.423207,27.148023
9.063924,9.405858,27.274427
9.098118,9.377564,27.399648
9.126062,9.338410,27.522173
9.147297,9.288632,27.640477
9.161431,9.228633,27.753057
9.168151,9.158970,27.858450
9.167233,9.080358,27.955266
9.158545,8.993655,28.042210
9.142056,8.899852,28.118106
9.117836,8.800057,28.181919
9.086058,8.695469,28.232776
9.046999,8.587364,28.269977
9.001036,8.477066,28.293010
8.948639,8.365921,28.301553
8.890367,8.255277,28.295481
8.826858,8.146455,28.274860
8.758818,8.040729,28.239939
8.687009,7.939306,28.191147
8.612238,7.843308,28.129071
8.535345,7.753759,28.054447
8.457187,7.671574,27.968138
8.378625,7.597553,27.871121
8.300518,7.532375,27.764461
8.223704,7.476603,27.649302
8.148994,7.430677,27.526841
8.077162,7.394928,27.398317
8.008939,7.369578,27.264996
7.945003,7.354748,27.128154
7.885977,7.350469,26.989072
7.832426,7.356685,26.849019
7.784852,7.373268,26.709252
7.743694,7.400018,26.571004
7.709326,7.436675,26.435478
7.682061,7.482923,26.303850
7.662147,7.538393,26.177256
7.649772,7.602670,26.056799
7.645062,7.675294,25.943538
7.648085,7.755759,25.838491
7.658852,7.843515,25.742632
7.677319,7.937968,25.656885
7.703384,8.038477,25.582124
7.736893,8.144351,25.519169
7.777639,8.254846,25.468778
7.825359,8.369167,25.431642
7.879740,8.486459,25.408383
7.940412,8.605807,25.399537
8.006952,8.726236,25.405552
8.078880,8.846710,25.426776
8.155663,8.966131,25.463444
8.236710,9.083342,25.515666
8.321373,9.197136,25.583417
8.408949,9.306258,25.666521
8.498680,9.409416,25.764639
8.589754,9.505298,25.877258
8.681308,9.592584,26.003679
8.772436,9.669965,26.143010
8.862189,9.736168,26.294154
8.949587,9.789982,26.455814
9.033626,9.830280,26.626489
9.113292,9.856055,26.804480
9.187568,9.866446,26.987905
9.255456,9.860768,27.174714
9.315987,9.838545,27.362714
9.368243,9.799529,27.549599
9.411371,9.743728,27.732987
9.444607,9.671421,27.910459
9.467288,9.583163,28.079608
9.478876,9.479795,28.238084
9.478968,9.362429,28.383646
9.467314,9.232439,28.514211
9.443826,9.091433,28.627896
9.408587,8.941221,28.723064
9.361851,8.783779,28.798358
9.304043,8.621200,28.852727
9.235759,8.455650,28.885441
9.157748,8.289316,28.896106
9.070905,8.124360,28.884658
8.976250,7.962870,28.851353
8.874912,7.806822,28.796751
8.768103,7.658043,28.721686
8.657097,7.518184,28.627239
8.543206,7.388701,28.514703
8.427755,7.270842,28.385543
8.312064,7.165641,28.241364
8.197422,7.073922,28.083873
8.085072,6.996308,27.914849
7.976195,6.933229,27.736110
7.871899,6.884945,27.549488
7.773203,6.851560,27.356811
7.681039,6.833040,27.159882
7.596239,6.829240,26.960467
7.519539,6.839913,26.760286
7.451577,6.864735,26.561009
7.392892,6.903315,26.364246
7.343935,6.955211,26.171554
7.305062,7.019939,25.984432
7.276550,7.096978,25.804325
7.258593,7.185778,25.632625
7.251311,7.285758,25.470674
7.254756,7.396310,25.319769
7.268911,7.516791,25.181160
7.293699,7.646522,25.056051
7.328981,7.784779,24.945604
7.374561,7.930788,24.850933
7.430184,8.083710,24.773102
7.495536,8.242637,24.713121
7.570247,8.406580,24.671934
7.653880,8.574457,24.650414
7.745938,8.745086,24.649349
7.845852,8.917174,24.669422
7.952985,9.089315,24.711199
8.066618,9.259979,24.775105
8.185954,9.427519,24.861403
8.310110,9.590168,24.970164
8.438116,9.746049,25.101247
8.568909,9.893189,25.254263
8.701337,10.029537,25.428555
8.834157,10.152992,25.623164
8.966041,10.261435,25.836811
9.095580,10.352773,26.067873
9.221299,10.424984,26.314375
9.341668,10.476170,26.573977
9.455118,10.504623,26.843987
9.560069,10.508879,27.121372
9.654950,10.487788,27.402791
9.738233,10.440570,27.684641
9.808467,10.366875,27.963111
9.864308,10.266824,28.234259
9.904560,10.141048,28.494097
9.928208,9.990699,28.738680
9.934457,9.817455,28.964213
9.922757,9.623491,29.167145
9.892831,9.411443,29.344270
9.844692,9.184342,29.492814
9.778657,8.945536,29.610509
9.695345,8.698594,29.695649
9.595670,8.447209,29.747124
9.480824,8.195089,29.764433
9.352250,7.945855,29.747677
9.211611,7.702950,29.697522
9.060745,7.469551,29.615154
8.901625,7.248510,29.502213
8.736314,7.042304,29.360723
8.566913,6.853004,29.193008
8.395522,6.682270,29.001619
8.224197,6.531356,28.789254
8.054913,6.401133,28.558692
7.889535,6.292119,28.312732
7.729793,6.204525,28.054145
7.577266,6.138294,27.785631
7.433369,6.093155,27.509796
7.299348,6.068662,27.229128
7.176279,6.064244,26.945991
7.065076,6.079240,26.662618
6.966492,6.112935,26.381118
6.881136,6.164585,26.103479
6.809481,6.233441,25.831579
6.751877,6.318765,25.567202
6.708566,6.419837,25.312045
6.679693,6.535962,25.067736
6.665320,6.666468,24.835846
6.665435,6.810704,24.617898
6.679962,6.968029,24.415384
6.708768,7.137800,24.229768
6.751672,7.319358,24.062500
6.808440,7.512012,23.915012
6.878797,7.715015,23.788729
6.962419,7.927550,23.685063
7.058932,8.148698,23.605411
7.167909,8.377423,23.551144
7.288860,8.612538,23.523600
7.421228,8.852691,23.524060
7.564374,9.096334,23.553730
7.717570,9.341703,23.613711
7.879984,9.586801,23.704965
8.050665,9.829381,23.828271
8.228537,10.066939,23.984181
8.412377,10.296713,24.172965
8.600811,10.515691,24.394550
